"QUERY PLAN"
"Finalize GroupAggregate  (cost=3386562.16..3800049.99 rows=1498961 width=64) (actual time=111724.319..112554.113 rows=12 loops=1)"
"  Group Key: (EXTRACT(month FROM screening.start_time))"
"  ->  Gather Merge  (cost=3386562.16..3736344.15 rows=2997922 width=48) (actual time=111724.283..112554.033 rows=36 loops=1)"
"        Workers Planned: 2"
"        Workers Launched: 2"
"        ->  Sort  (cost=3385562.14..3389309.54 rows=1498961 width=48) (actual time=111655.366..111655.894 rows=12 loops=3)"
"              Sort Key: (EXTRACT(month FROM screening.start_time))"
"              Sort Method: quicksort  Memory: 25kB"
"              Worker 0:  Sort Method: quicksort  Memory: 25kB"
"              Worker 1:  Sort Method: quicksort  Memory: 25kB"
"              ->  Partial HashAggregate  (cost=2863699.45..3139577.23 rows=1498961 width=48) (actual time=111654.865..111655.826 rows=12 loops=3)"
"                    Group Key: EXTRACT(month FROM screening.start_time)"
"                    Planned Partitions: 32  Batches: 1  Memory Usage: 1561kB"
"                    Worker 0:  Batches: 1  Memory Usage: 1561kB"
"                    Worker 1:  Batches: 1  Memory Usage: 1561kB"
"                    ->  Parallel Hash Left Join  (cost=427807.42..1341426.12 rows=16457009 width=40) (actual time=71285.541..105803.732 rows=13140068 loops=3)"
"                          Hash Cond: (seat_screening.fk_ticket_id = ticket._id)"
"                          ->  Parallel Hash Right Join  (cost=41427.65..677468.18 rows=16457009 width=16) (actual time=22052.498..45596.510 rows=13140068 loops=3)"
"                                Hash Cond: (seat_screening.fk_screening_id = screening._id)"
"                                ->  Parallel Seq Scan on seat_screening  (cost=0.00..424144.03 rows=16779203 width=12) (actual time=1.193..16309.201 rows=13405335 loops=3)"
"                                ->  Parallel Hash  (cost=27220.00..27220.00 rows=817332 width=12) (actual time=1511.337..1511.338 rows=653492 loops=3)"
"                                      Buckets: 262144  Batches: 16  Memory Usage: 7840kB"
"                                      ->  Parallel Seq Scan on screening  (cost=0.00..27220.00 rows=817332 width=12) (actual time=3.625..1228.539 rows=653492 loops=3)"
"                                            Filter: (start_time <= CURRENT_DATE)"
"                                            Rows Removed by Filter: 13175"
"                          ->  Parallel Hash  (cost=249790.12..249790.12 rows=8325412 width=8) (actual time=11824.752..11824.753 rows=6660926 loops=3)"
"                                Buckets: 262144  Batches: 256  Memory Usage: 5152kB"
"                                ->  Parallel Seq Scan on ticket  (cost=0.00..249790.12 rows=8325412 width=8) (actual time=0.486..9466.954 rows=6660926 loops=3)"
"Planning Time: 2.350 ms"
"Execution Time: 112555.434 ms"
